sysname,chassis,source_ip,interface,lag,port,port_type,queue_group_port,address,isis,mpls,rsvp,slope-policy,egress-scheduler-policy,queue-policy,qos,queue-group
PUEVA1-JAL5012-GA,7750,10.190.1.194,To-PUERTOVALLARTA-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.41.102/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
PUEVA1-JAL5012-GA,7750,10.190.1.194,To-PUERTOVALLARTA-ABM,,2/1/9,xcme,IPMEAN-QG:1G,10.190.41.104/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
PUEVA1-JAL5012-GA,7750,10.190.1.194,To-PUERTOVALLARTA-WAM02,2,1/1/1,xgige,IPMEAN-QG:10G,10.190.41.25/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
PUEVA1-JAL5012-GA,7750,10.190.1.194,system,,,,,10.190.1.194/32,,1,1,,,,,
TEPTVA-NAY5009-GA,7750,10.190.1.195,To-CDTEPIC-WAM01,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.41.31/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TEPTVA-NAY5009-GA,7750,10.190.1.195,To-GDLMTX-JAL5075-CA,,1/2/4,xgige,IPMEAN-QG:10G,10.190.58.2/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TEPTVA-NAY5009-GA,7750,10.190.1.195,To-TEPICTVA-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.41.134/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TEPTVA-NAY5009-GA,7750,10.190.1.195,system,,,,,10.190.1.195/32,,1,1,,,,,
PUEVA1-JAL5012-AA,7705,10.190.1.196,To-PUERTOVALLARTA-GAM,,1/5/8,xcme,,10.190.41.103/31,,1,1,,,7705-IPMEAN-internal:1G,,
PUEVA1-JAL5012-AA,7705,10.190.1.196,system,,,,,10.190.1.196/32,,1,1,,,,,
PUEVA1-JAL5012-AB,7705,10.190.1.197,To-PUERTOVALLARTA-GAM,,1/5/8,xcme,,10.190.41.105/31,,1,1,,,7705-IPMEAN-internal:1G,,
PUEVA1-JAL5012-AB,7705,10.190.1.197,system,,,,,10.190.1.197/32,,1,1,,,,,
COLCEN-COL5017-AA,7705,10.190.1.198,To-COLIMACENTRO-GAM,,1/5/8,xcme,,10.190.40.47/31,,1,1,,,7705-IPMEAN-internal:1G,,
COLCEN-COL5017-AA,7705,10.190.1.198,system,,,,,10.190.1.198/32,,1,1,,,,,
LASALU-MICH5022-AA,7705,10.190.1.199,To-LASALUD-GAM,,1/5/8,xcme,,10.190.41.131/31,,1,1,,,7705-IPMEAN-internal:1G,,
LASALU-MICH5022-AA,7705,10.190.1.199,system,,,,,10.190.1.199/32,,1,1,,,,,
JUAMTX-JUA002-EB,7750,10.190.1.1,To-CDJUAREZ-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.37.132/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
JUAMTX-JUA002-EB,7750,10.190.1.1,To-CDJUAREZ-CBM,,1/1/1,xgige,IPMEAN-QG:10G,10.190.37.121/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
JUAMTX-JUA002-EB,7750,10.190.1.1,To-CDJUAREZ-EAM,,10/1/1,xgige,IPMEAN-QG:10G,10.190.37.131/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
JUAMTX-JUA002-EB,7750,10.190.1.1,To-CDJUAREZ-SBF,,1/1/3,xgige,IPMEAN-QG:10G,10.190.37.128/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
JUAMTX-JUA002-EB,7750,10.190.1.1,To-MXCHHJRZ0153RTBHCSRMOB01-T03,200,1/1/4,xgige,,10.239.226.144/31,10,1,1,default,,default,,
JUAMTX-JUA002-EB,7750,10.190.1.1,To-MXCHHJRZ0205RTBHCSRMOB01-T04,202,10/1/2,xgige,,10.239.226.156/31,10,1,1,default,,default,,
JUAMTX-JUA002-EB,7750,10.190.1.1,To-MXCHHJRZ0206RTBHCSRMOB01-T03,201,4/1/6,xgige,,10.239.226.155/31,10,1,1,default,,default,,
JUAMTX-JUA002-EB,7750,10.190.1.1,To-MXCHHJRZ0235RTBHCSRMOB01-T04,203,4/2/1,xgige,,10.239.226.175/31,10,1,1,default,,default,,
JUAMTX-JUA002-EB,7750,10.190.1.1,system,,,,,10.190.1.1/32,,1,1,,,,,
COLCEN-COL5017-AC,7705,10.190.1.200,To-COLIMACENTRO-GAM,,1/5/8,xcme,,10.190.40.51/31,,1,1,,,7705-IPMEAN-internal:1G,,
COLCEN-COL5017-AC,7705,10.190.1.200,system,,,,,10.190.1.200/32,,1,1,,,,,
TEPTVA-NAY5009-AA,7705,10.190.1.201,To-TEPICTVA-GAM,,1/5/8,xcme,,10.190.41.135/31,,1,1,,,7705-IPMEAN-internal:1G,,
TEPTVA-NAY5009-AA,7705,10.190.1.201,system,,,,,10.190.1.201/32,,1,1,,,,,
TOREO-MICH5032-AA,7705,10.190.1.203,To-TOREO-GAM,,1/5/8,xcme,,10.190.41.139/31,,1,1,,,7705-IPMEAN-internal:1G,,
TOREO-MICH5032-AA,7705,10.190.1.203,system,,,,,10.190.1.203/32,,1,1,,,,,
TOREO-MICH5032-AB,7705,10.190.1.204,To-TOREO-GAM,,1/5/8,xcme,,10.190.41.141/31,,1,1,,,7705-IPMEAN-internal:1G,,
TOREO-MICH5032-AB,7705,10.190.1.204,system,,,,,10.190.1.204/32,,1,1,,,,,
TOREO-MICH5032-AC,7705,10.190.1.205,To-TOREO-GAM,,1/5/8,xcme,,10.190.41.143/31,,1,1,,,7705-IPMEAN-internal:1G,,
TOREO-MICH5032-AC,7705,10.190.1.205,system,,,,,10.190.1.205/32,,1,1,,,,,
LALOMA-JAL5059-GA,7750,10.190.1.206,To-GUADALAJARA-CAM,9,4/1/1,xgige,IPMEAN-QG:10G,10.190.40.147/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LALOMA-JAL5059-GA,7750,10.190.1.206,To-LALOMA-BH,,6/1/10,xgige,policer-output-queues,10.239.3.11/31,3,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LALOMA-JAL5059-GA,7750,10.190.1.206,To-MXJALESL0586RTBHCSRMOB-0/0/12,,6/1/3,xgige,IPMEAN-QG:10G,10.224.66.183/31,11,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LALOMA-JAL5059-GA,7750,10.190.1.206,To-MXJALESL1918RTBHCSRMOB01,,4/1/6,xgige,IPMEAN-QG:10G,10.239.3.125/31,2,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LALOMA-JAL5059-GA,7750,10.190.1.206,To-MXJALPTL0811RTBHCSRMOB01,,6/1/6,xgige,IPMEAN-QG:10G,10.239.3.126/31,3,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LALOMA-JAL5059-GA,7750,10.190.1.206,To-MXJALPTL0814RTBHCSRMOB01,,6/1/9,xgige,IPMEAN-QG:10G,10.239.3.162/31,3,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LALOMA-JAL5059-GA,7750,10.190.1.206,To-MXJALTNL0906RTAGG01,,6/1/8,xgige,IPMEAN-QG:10G,10.190.56.229/31,3,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LALOMA-JAL5059-GA,7750,10.190.1.206,To-SANTAMARIA-GAM,1,6/1/1,xgige,IPMEAN-QG:10G,10.190.40.190/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LALOMA-JAL5059-GA,7750,10.190.1.206,To-SANTAMARIA-GAM-ATT,,6/2/1,cgige,IPMEAN-QG:100G,10.170.40.190/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
LALOMA-JAL5059-GA,7750,10.190.1.206,To-TLAJOMULCO-AA,,6/1/5,xgige,IPMEAN-QG:10G,10.190.58.21/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LALOMA-JAL5059-GA,7750,10.190.1.206,system,,,,,10.190.1.206/32,,1,1,,,,,
GDLMTX-JAL5075-AA,7705,10.190.1.207,To-GUADALAJARA-EAM,,1/11/8,xcme,,10.190.40.29/31,0,1,1,,,7705-IPMEAN-internal:1G,,
GDLMTX-JAL5075-AA,7705,10.190.1.207,To-GUADALAJARA-EBM,,1/12/8,xcme,,10.190.40.31/31,0,1,1,,,7705-IPMEAN-internal:1G,,
GDLMTX-JAL5075-AA,7705,10.190.1.207,system,,,,,10.190.1.207/32,,1,1,,,,,
MANGTA-IUSTB00966-WA,7750,10.190.1.209,To-COLIMA-WA-ATT,6,2/1/4,xgige,IPMEAN-QG:10G,10.170.41.66/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MANGTA-IUSTB00966-WA,7750,10.190.1.209,To-ELROCIO-GAM01,2,1/1/1,xgige,IPMEAN-QG:10G,10.190.41.49/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MANGTA-IUSTB00966-WA,7750,10.190.1.209,system,,,,,10.190.1.209/32,,1,1,,,,,
SIELEO-MOR003H-AA,7705,10.190.1.210,To-SIERRALEONA-GAM,,1/5/8,xcme,,10.190.41.151/31,,1,1,,,7705-IPMEAN-internal:1G,,
SIELEO-MOR003H-AA,7705,10.190.1.210,system,,,,,10.190.1.210/32,,1,1,,,,,
TEPIC2-IUSTB00952-WA,7750,10.190.1.211,To-GUADALAJARA-WA-ATT,6,2/1/3,xgige,IPMEAN-QG:10G,10.170.41.1/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TEPIC2-IUSTB00952-WA,7750,10.190.1.211,To-MAZATLAN-WA-ATT,8,2/2/3,xgige,IPMEAN-QG:10G,10.170.34.57/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TEPIC2-IUSTB00952-WA,7750,10.190.1.211,To-PUERTOVALLARTA-WA-ATT,12,1/2/3,xgige,IPMEAN-QG:10G,10.170.41.13/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TEPIC2-IUSTB00952-WA,7750,10.190.1.211,To-TEPIC-WA-ATT,10,1/1/3,xgige,IPMEAN-QG:10G,10.170.41.7/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TEPIC2-IUSTB00952-WA,7750,10.190.1.211,system,,,,,10.190.1.211/32,,1,1,,,,,
COLCEN-COL5017-AB,7705,10.190.1.212,To-COLIMACENTRO-GAM,,1/5/8,xcme,,10.190.40.49/31,,1,1,,,7705-IPMEAN-internal:1G,,
COLCEN-COL5017-AB,7705,10.190.1.212,system,,,,,10.190.1.212/32,,1,1,,,,,
LAZCA5-MICH5027-AA,7705,10.190.1.213,To-LAZAROCARDENAS-GAM,,1/5/8,xcme,,10.190.41.133/31,,1,1,,,7705-IPMEAN-internal:1G,,
LAZCA5-MICH5027-AA,7705,10.190.1.213,system,,,,,10.190.1.213/32,,1,1,,,,,
GDL-M3-CA,7750,10.190.1.214,TO-NGDC-EDGE-1-P2P,11,5/2/1,cgige,,10.37.239.75/31,0,0,0,default,,default,,
GDL-M3-CA,7750,10.190.1.214,TO-NGDC-EDGE-2-P2P,12,3/2/1,cgige,,10.37.239.79/31,0,0,0,default,,default,,
GDL-M3-CA,7750,10.190.1.214,To-GDL-M3-CB,,4/2/1,cgige,IPMEAN-QG:100G,10.190.41.206/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
GDL-M3-CA,7750,10.190.1.214,To-GDL-M3-EA,30,1/2/1,cgige,IPMEAN-QG:100G,10.190.41.210/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
GDL-M3-CA,7750,10.190.1.214,To-GUADALAJARA-CA,,4/1/1,cgige,IPMEAN-QG:100G,10.190.41.203/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
GDL-M3-CA,7750,10.190.1.214,To-MXHGDL0210RTAGG01,,3/1/10,xgige,IPMEAN-QG:1G,10.190.58.211/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
GDL-M3-CA,7750,10.190.1.214,To-TOL_R6_EA,3,2/1/5,xgige,IPMEAN-QG:10G,10.190.58.176/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
GDL-M3-CA,7750,10.190.1.214,system,,,,,10.190.1.214/32,,1,1,,,,,
GDL-M3-CB,7750,10.190.1.215,TO-NGDC-EDGE-1-P2P,21,3/2/1,cgige,,10.37.239.77/31,0,0,0,default,,default,,
GDL-M3-CB,7750,10.190.1.215,TO-NGDC-EDGE-2-P2P,22,5/2/1,cgige,,10.37.239.81/31,0,0,0,default,,default,,
GDL-M3-CB,7750,10.190.1.215,To-GDL-M3-CA,,4/2/1,cgige,IPMEAN-QG:100G,10.190.41.207/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
GDL-M3-CB,7750,10.190.1.215,To-GDL-M3-EB,30,1/2/1,cgige,IPMEAN-QG:100G,10.190.41.212/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
GDL-M3-CB,7750,10.190.1.215,To-GUADALAJARA-CB,,4/1/1,cgige,IPMEAN-QG:100G,10.190.41.205/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
GDL-M3-CB,7750,10.190.1.215,system,,,,,10.190.1.215/32,,1,1,,,,,
GDL-M3-EA,7750,10.190.1.216,To-ASR1_OP-B,,5/2/1,cgige,policer-output-queues,10.37.83.241/30,,0,0,7x50-IPMEAN_ntw_wred,PS-IPMEAN-access:Mobile,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
GDL-M3-EA,7750,10.190.1.216,To-ASR5.5K_GDL2-OP-B,,5/2/1,cgige,policer-output-queues,10.37.80.209/30,,0,0,7x50-IPMEAN_ntw_wred,PS-IPMEAN-access:Mobile,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
GDL-M3-EA,7750,10.190.1.216,To-GDL-JALZAP2033-01,,1/2/1,xgige,policer-output-queues,10.190.58.165/30,0,1,1,default,PS-IPMEAN-access:Mobile,default,,
GDL-M3-EA,7750,10.190.1.216,To-GDL-M3-CA,20,3/1/1,cgige,IPMEAN-QG:100G,10.190.41.211/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
GDL-M3-EA,7750,10.190.1.216,To-GDL-M3-EB,,lag-40,,,10.190.41.208/31,0,1,1,,,,1000,IPMEAN-QG:100G
GDL-M3-EA,7750,10.190.1.216,To-MX-GDL-M3-DATA-CX6X16-1-OP-B,23,3/2/1,cgige,policer-output-queues,10.190.58.113/30,,0,0,7x50-IPMEAN_ntw_wred,PS-IPMEAN-access:Mobile,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
GDL-M3-EA,7750,10.190.1.216,To-ROCIO-GA,23,3/2/1,cgige,policer-output-queues,10.170.41.49/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-access:Mobile,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
GDL-M3-EA,7750,10.190.1.216,system,,,,,10.190.1.216/32,,1,1,,,,,
GDLMTX-TELCEL-BAN,7705,10.190.1.218,To-GDLCEN-JAL5019,,1/1/5,xgige,,10.190.41.225/31,,1,1,,,7705-IPMEAN-internal:10G,,
GDLMTX-TELCEL-BAN,7705,10.190.1.218,system,,,,,10.190.1.218/32,,1,1,,,,,
OCOTLAN-WA,7750,10.190.1.219,To-AGS-WA,,2/1/1,xgige,IPMEAN-QG:10G,10.190.41.226/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
OCOTLAN-WA,7750,10.190.1.219,To-ZAMORA-WA,,1/1/1,xgige,IPMEAN-QG:10G,10.190.43.254/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
OCOTLAN-WA,7750,10.190.1.219,system,,,,,10.190.1.219/32,,1,1,,,,,
URUAPAN-WA,7750,10.190.1.220,To-MORELIA-WA,,1/1/5,xgige,IPMEAN-QG:10G,10.190.41.231/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
URUAPAN-WA,7750,10.190.1.220,To-URUAPAN-GA,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.41.254/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
URUAPAN-WA,7750,10.190.1.220,system,,,,,10.190.1.220/32,,1,1,,,,,
URUAPAN-MICH5011-GA,7750,10.190.1.221,To-URUAPAN-WA,1,1/1/1,xgige,IPMEAN-QG:10G:SR-a8,10.190.41.255/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G:SR-a8
URUAPAN-MICH5011-GA,7750,10.190.1.221,system,,,,,10.190.1.221/32,,1,1,,,,,
CARDENAS-WA,7750,10.190.1.222,To-CARDENAS-GA,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.58.106/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CARDENAS-WA,7750,10.190.1.222,To-MALPASO-WA,,1/1/4,xgige,IPMEAN-QG:10G,10.190.58.104/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CARDENAS-WA,7750,10.190.1.222,system,,,,,10.190.1.222/32,,1,1,,,,,
CARDENAS-TAB8007-GA,7750,10.190.1.223,To-CARDENAS-WA,1,1/1/1,xgige,IPMEAN-QG:10G:SR-a8,10.190.58.107/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G:SR-a8
CARDENAS-TAB8007-GA,7750,10.190.1.223,To-MXTABCDS0278BHCSRMOB01,,1/2/20,xcme,IPMEAN-QG:1G:SR-a8,10.190.47.215/31,2,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G:SR-a8
CARDENAS-TAB8007-GA,7750,10.190.1.223,system,,,,,10.190.1.223/32,,1,1,,,,,
GDLMTX-TELMEX-CTG-AA,7705,10.190.1.224,To-GDLMTX-JAL5075,,1/1/5,xgige,,10.190.58.17/31,,1,1,,,7705-IPMEAN-internal:10G,,
GDLMTX-TELMEX-CTG-AA,7705,10.190.1.224,system,,,,,10.190.1.224/32,,1,1,,,,,
TLAJOM-JAL5074-AA,7705,10.190.1.225,To-LALOMA-GA,,1/1/6,xgige,,10.190.58.20/31,0,1,1,,,7705-IPMEAN-internal:10G,,
TLAJOM-JAL5074-AA,7705,10.190.1.225,To-TIJERA-GA,,1/2/6,xgige,,10.190.58.22/31,0,1,1,,,7705-IPMEAN-internal:10G,,
TLAJOM-JAL5074-AA,7705,10.190.1.225,system,,,,,10.190.1.225/32,,1,1,,,,,
GDL-TEMM-AA,7705,10.190.1.226,To-VALLEREAL-GA,,1/1/6,xgige,,10.190.58.33/31,,1,1,,,7705-IPMEAN-internal:10G,,
GDL-TEMM-AA,7705,10.190.1.226,system,,,,,10.190.1.226/32,,1,1,,,,,
MXCOLCOL0080RTAGG01,7750,10.190.1.227,To-COLCEN-COL5017-GA,3,2/1/1,xgige,IPMEAN-QG:10G:SR-a8,10.190.40.38/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G:SR-a8
MXCOLCOL0080RTAGG01,7750,10.190.1.227,To-COLGTA-IUSTB00950-WA,2,1/1/1,xgige,IPMEAN-QG:10G:SR-a8,10.190.40.36/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MXCOLCOL0080RTAGG01,7750,10.190.1.227,system,,,,,10.190.1.227/32,,1,1,,,,,
AERVALL-HPTV0016-GA,7750,10.190.1.228,To-PUEVA1-JAL5012-GA,2,2/1/1,xgige,IPMEAN-QG:10G:SR-a8,10.190.58.172/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G:SR-a8
AERVALL-HPTV0016-GA,7750,10.190.1.228,To-PVAGTA-IUSTB00953-WA,1,1/1/1,xgige,IPMEAN-QG:10G:SR-a8,10.190.58.170/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
AERVALL-HPTV0016-GA,7750,10.190.1.228,system,,,,,10.190.1.228/32,,1,1,,,,,
MXJALTLZ0887RTAGG01,7750,10.190.1.240,To-MXJALTLZ0875RTBHCSRMOB01,,1/1/3,,IPMEAN-QG:10G:SR-a8,10.239.3.78/31,1,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G:SR-a8
MXJALTLZ0887RTAGG01,7750,10.190.1.240,To-MXJALTLZ0890RTBHCSRMOB01,,1/1/2,,IPMEAN-QG:10G:SR-a8,10.239.3.49/31,1,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G:SR-a8
MXJALTLZ0887RTAGG01,7750,10.190.1.240,To-MXJALTLZ2008RTBHCSRMOB01,,2/1/2,xgige,IPMEAN-QG:10G:SR-a8,10.239.3.67/31,1,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G:SR-a8
MXJALTLZ0887RTAGG01,7750,10.190.1.240,To-STAMAR-GUA035H-GA,,1/1/1,xgige,IPMEAN-QG:10G:SR-a8,10.190.56.218/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G:SR-a8
MXJALTLZ0887RTAGG01,7750,10.190.1.240,To-STAMAR-GUA035H-GA-ISIS-1,,1/1/1,xgige,IPMEAN-QG:10G:SR-a8,10.190.56.223/31,1,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G:SR-a8
MXJALTLZ0887RTAGG01,7750,10.190.1.240,To-TIJERA-JAL5060-GA,,2/1/1,xgige,IPMEAN-QG:10G:SR-a8,10.190.56.216/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G:SR-a8
MXJALTLZ0887RTAGG01,7750,10.190.1.240,To-TIJERA-JAL5060-GA-ISIS-1,,2/1/1,xgige,IPMEAN-QG:10G:SR-a8,10.190.56.221/31,1,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G:SR-a8
MXJALTLZ0887RTAGG01,7750,10.190.1.240,To-TLAJOM-JAL5074-AA,,1/2/1,,IPMEAN-QG:1G:SR-a8,10.239.3.178/31,10,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G:SR-a8
MXJALTLZ0887RTAGG01,7750,10.190.1.240,system,,,,,10.190.1.240/32,,1,1,,,,,
JUAMTX-JUA002-SA,7450,10.190.1.2,To-CDJUAREZ-EAF,,3/1/1,xgige,IPMEAN-QG:10G,10.190.37.125/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
JUAMTX-JUA002-SA,7450,10.190.1.2,To-CDJUAREZ-SB,,3/1/2,xgige,IPMEAN-QG:10G,10.190.37.144/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
JUAMTX-JUA002-SA,7450,10.190.1.2,To-TP5000MGM-JUAREZ,,1/2/24,xcme,IPMEAN-QG:1G,10.190.66.254/30,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
JUAMTX-JUA002-SA,7450,10.190.1.2,system,,,,,10.190.1.2/32,,1,1,,,,,
JUAMTX-JUA002-SB,7450,10.190.1.3,To-CDJUAREZ-EBF,,2/2/1,xgige,IPMEAN-QG:10G,10.190.37.129/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
JUAMTX-JUA002-SB,7450,10.190.1.3,To-CDJUAREZ-SA,,2/2/2,xgige,IPMEAN-QG:10G,10.190.37.145/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
JUAMTX-JUA002-SB,7450,10.190.1.3,system,,,,,10.190.1.3/32,,1,1,,,,,
